order_id,customer_id,order_date,product_category,amount
1091,C485,2025-04-28,Accessories,68.6
1092,C193,2025-02-22,Books,359.49
1093,C221,2025-05-01,Home,382.78
1094,C178,2025-04-16,Electronics,285.03
1095,C061,2025-01-03,Sports,387.77
1096,C091,2025-04-22,Fashion,251.96
1097,C139,2025-01-16,Books,266.14
1098,C338,2025-02-21,Electronics,219.5
1099,C069,2025-02-12,Accessories,22.46
1100,C360,2025-02-09,Electronics,62.87
1101,C258,2025-04-18,Toys,25.4
1102,C209,2025-03-01,Toys,321.84
1103,C113,2025-02-17,Toys,164.03
1104,C152,2025-01-03,Toys,259.2
1105,C066,2025-04-23,Home,454.71
1106,C416,2025-04-01,Electronics,132.15
1107,C225,2025-03-18,Accessories,211.09
1108,C476,2025-01-29,Books,380.22
1109,C293,2025-04-22,Toys,122.11
1110,C017,2025-03-12,Books,47.72
1111,C252,2025-03-11,Home,151.98
1112,C186,2025-02-19,Accessories,89.0
1113,C353,2025-01-04,Toys,465.55
1114,C044,2025-01-30,Electronics,405.98
1115,C387,2025-03-03,Toys,320.37
1116,C157,2025-02-28,Fashion,437.02
1117,C337,2025-01-09,Accessories,403.8
1118,C394,2025-02-03,Sports,101.42
1119,C027,2025-01-16,Electronics,447.35
1120,C496,2025-01-08,Toys,274.28
1121,C419,2025-02-27,Toys,405.65
1122,C372,2025-03-24,Sports,449.08
1123,C126,2025-03-21,Books,165.82
1124,C014,2025-03-15,Electronics,63.93
1125,C064,2025-04-17,Sports,121.69
1126,C363,2025-01-08,Electronics,219.28
1127,C294,2025-02-03,Books,410.83
1128,C106,2025-02-10,Fashion,431.76
1129,C374,2025-04-18,Accessories,13.41
1130,C323,2025-02-14,Books,260.27
1131,C434,2025-03-17,Home,214.53
1132,C403,2025-02-26,Accessories,118.83
1133,C077,2025-03-31,Home,68.73
1134,C424,2025-02-18,Accessories,175.43
1135,C412,2025-02-28,Books,472.03
1136,C044,2025-02-15,Sports,168.37
1137,C045,2025-02-06,Sports,264.21
1138,C221,2025-01-14,Fashion,354.48
1139,C126,2025-03-14,Toys,188.18
1140,C059,2025-01-11,Accessories,486.17
1141,C112,2025-03-22,Books,481.6
1142,C112,2025-03-21,Fashion,133.37
1143,C441,2025-02-20,Fashion,253.65
1144,C073,2025-03-19,Electronics,157.43
1145,C129,2025-04-01,Electronics,149.57
1146,C334,2025-01-26,Toys,28.07
1147,C123,2025-01-07,Home,308.69
1148,C014,2025-04-20,Home,256.31
1149,C048,2025-04-04,Electronics,35.22
1150,C169,2025-02-06,Accessories,146.54
1151,C433,2025-02-11,Electronics,455.05
1152,C011,2025-05-01,Toys,127.39
1153,C386,2025-01-02,Accessories,81.0
1154,C449,2025-01-28,Home,249.83
1155,C378,2025-03-19,Toys,492.97
1156,C130,2025-01-08,Electronics,128.61
1157,C235,2025-04-01,Home,339.35
1158,C104,2025-01-17,Home,383.19
1159,C357,2025-04-26,Toys,126.44
1160,C456,2025-04-07,Toys,366.83
1161,C236,2025-03-03,Books,190.21
1162,C362,2025-04-15,Fashion,319.83
1163,C354,2025-02-09,Electronics,320.43
1164,C413,2025-02-01,Fashion,272.53
1165,C220,2025-02-06,Toys,54.24
1166,C464,2025-01-18,Accessories,419.3
1167,C387,2025-04-12,Books,167.18
1168,C143,2025-01-12,Fashion,101.39
1169,C470,2025-04-04,Toys,29.98
1170,C324,2025-04-02,Home,299.54
1171,C413,2025-01-04,Sports,342.01
1172,C485,2025-01-21,Accessories,18.13
1173,C108,2025-02-02,Electronics,260.93
1174,C387,2025-01-21,Toys,120.98
1175,C310,2025-02-24,Accessories,326.13
1176,C242,2025-02-10,Books,95.44
1177,C248,2025-03-10,Toys,348.56
1178,C027,2025-03-20,Electronics,199.5
1179,C099,2025-01-28,Fashion,469.0
1180,C188,2025-04-27,Electronics,77.39
1181,C070,2025-04-07,Home,177.12
1182,C122,2025-02-27,Fashion,65.6
1183,C147,2025-01-06,Books,463.1
1184,C377,2025-04-18,Electronics,439.9
1185,C088,2025-03-07,Sports,136.39
1186,C452,2025-01-29,Books,333.39
1187,C391,2025-01-22,Toys,410.44
1188,C311,2025-03-10,Fashion,282.05
1189,C004,2025-04-01,Electronics,269.53
1190,C437,2025-03-05,Electronics,128.51
1191,C307,2025-02-02,Electronics,55.62
1192,C280,2025-03-05,Sports,449.64
1193,C358,2025-03-04,Books,451.2
1194,C294,2025-01-18,Accessories,320.22
1195,C199,2025-03-22,Electronics,176.12
1196,C273,2025-04-24,Sports,181.11
1197,C146,2025-01-09,Toys,365.72
1198,C136,2025-02-20,Electronics,449.58
1199,C395,2025-02-18,Toys,444.67
1200,C210,2025-01-22,Electronics,392.14
1201,C007,2025-01-05,Electronics,324.6
1202,C347,2025-01-24,Sports,51.23
1203,C450,2025-02-01,Accessories,89.2
1204,C204,2025-01-29,Toys,450.29
1205,C264,2025-01-10,Accessories,307.15
1206,C404,2025-01-03,Fashion,14.51
1207,C016,2025-03-01,Fashion,59.72
1208,C350,2025-04-01,Fashion,335.12
1209,C067,2025-04-02,Electronics,12.48
1210,C309,2025-04-22,Fashion,88.8
1211,C227,2025-03-11,Electronics,278.88
1212,C176,2025-02-14,Electronics,349.03
1213,C309,2025-03-13,Electronics,329.46
1214,C482,2025-02-12,Electronics,119.89
1215,C219,2025-04-05,Home,358.97
1216,C066,2025-02-22,Electronics,126.25
1217,C467,2025-03-20,Fashion,169.45
1218,C314,2025-04-29,Electronics,375.78
1219,C487,2025-03-22,Toys,328.32
1220,C351,2025-02-28,Electronics,426.12
1221,C050,2025-04-04,Electronics,332.23
1222,C122,2025-03-06,Books,288.47
1223,C153,2025-03-25,Books,55.9
1224,C436,2025-02-22,Accessories,190.18
1225,C048,2025-01-11,Toys,139.95
1226,C296,2025-04-04,Accessories,129.55
1227,C206,2025-01-17,Toys,486.78
1228,C453,2025-04-03,Home,202.62
1229,C265,2025-05-01,Accessories,447.1
1230,C159,2025-03-08,Sports,319.26
1231,C157,2025-03-23,Fashion,399.46
1232,C094,2025-02-15,Toys,256.29
1233,C239,2025-03-03,Electronics,292.68
1234,C220,2025-02-26,Toys,251.33
1235,C105,2025-01-09,Electronics,105.67
1236,C271,2025-03-01,Sports,364.0
1237,C351,2025-01-24,Toys,147.58
1238,C315,2025-04-27,Fashion,21.91
1239,C469,2025-03-27,Home,326.28
1240,C473,2025-03-30,Toys,96.78
1241,C449,2025-01-27,Toys,470.82
1242,C172,2025-02-04,Toys,477.43
1243,C063,2025-04-24,Toys,458.28
1244,C362,2025-01-15,Fashion,191.38
1245,C380,2025-02-13,Accessories,17.57
1246,C070,2025-03-04,Sports,464.88
1247,C425,2025-02-23,Sports,219.81
1248,C439,2025-03-24,Fashion,483.66
1249,C346,2025-02-01,Fashion,482.17
1250,C491,2025-04-06,Electronics,427.97
1251,C127,2025-01-05,Home,154.28
1252,C001,2025-04-25,Electronics,198.7
1253,C046,2025-02-12,Sports,427.06
1254,C422,2025-03-05,Toys,165.29
1255,C495,2025-01-27,Fashion,93.05
1256,C161,2025-02-07,Home,282.83
1257,C265,2025-03-30,Home,468.72
1258,C464,2025-04-20,Toys,351.05
1259,C273,2025-01-11,Sports,289.33
1260,C333,2025-02-27,Electronics,57.62
1261,C416,2025-03-28,Electronics,311.35
1262,C446,2025-03-30,Toys,495.13
1263,C022,2025-03-08,Toys,78.64
1264,C059,2025-04-22,Home,263.98
1265,C465,2025-04-30,Accessories,439.91
1266,C466,2025-02-21,Toys,372.98
1267,C005,2025-03-06,Fashion,351.54
1268,C316,2025-03-25,Fashion,354.22
1269,C018,2025-03-05,Electronics,186.15
1270,C329,2025-03-03,Books,153.86
1271,C318,2025-02-19,Electronics,406.59
1272,C092,2025-02-15,Toys,406.96
1273,C443,2025-01-23,Toys,434.87
1274,C363,2025-02-10,Fashion,457.49
1275,C008,2025-03-22,Electronics,260.56
1276,C441,2025-03-15,Fashion,255.74
1277,C104,2025-03-20,Fashion,401.16
1278,C079,2025-03-01,Toys,328.48
1279,C307,2025-03-23,Sports,353.96
1280,C183,2025-01-19,Toys,399.94
1281,C337,2025-02-26,Accessories,446.1
1282,C410,2025-03-08,Toys,175.62
1283,C494,2025-01-02,Sports,194.04
1284,C081,2025-04-16,Toys,56.05
1285,C111,2025-03-08,Fashion,293.36
1286,C007,2025-02-04,Fashion,27.61
1287,C371,2025-02-27,Home,238.14
1288,C465,2025-02-25,Electronics,275.9
1289,C281,2025-04-15,Books,150.41
1290,C125,2025-04-25,Accessories,299.51
1291,C051,2025-04-12,Books,24.95
1292,C020,2025-01-08,Electronics,28.3
1293,C497,2025-02-03,Fashion,413.07
1294,C392,2025-03-31,Fashion,186.49
1295,C199,2025-04-18,Fashion,72.26
1296,C459,2025-03-22,Sports,265.9
1297,C050,2025-03-01,Electronics,387.3
1298,C350,2025-03-06,Fashion,115.75
1299,C118,2025-02-07,Books,315.22
1300,C325,2025-02-19,Home,51.82
1301,C045,2025-04-15,Toys,35.32
1302,C442,2025-04-27,Toys,270.36
1303,C130,2025-03-06,Accessories,274.91
1304,C262,2025-01-31,Electronics,322.34
1305,C043,2025-01-25,Home,365.78
1306,C256,2025-04-04,Fashion,488.17
1307,C068,2025-03-06,Home,262.99
1308,C346,2025-03-01,Home,168.25
1309,C381,2025-04-23,Books,399.64
1310,C369,2025-04-15,Books,142.71
1311,C169,2025-04-22,Accessories,225.1
1312,C125,2025-04-14,Fashion,48.44
1313,C142,2025-03-03,Fashion,22.42
1314,C350,2025-03-08,Accessories,481.7
1315,C064,2025-04-13,Accessories,419.63
1316,C032,2025-03-06,Home,351.03
1317,C493,2025-02-14,Fashion,210.39
1318,C384,2025-04-06,Toys,94.91
1319,C241,2025-03-17,Accessories,86.65
1320,C488,2025-01-07,Sports,132.62
1321,C408,2025-04-07,Books,279.12
1322,C196,2025-01-30,Accessories,360.15
1323,C332,2025-04-15,Fashion,333.5
1324,C330,2025-04-27,Accessories,147.17
1325,C463,2025-03-23,Toys,477.88
1326,C163,2025-04-19,Fashion,371.57
1327,C142,2025-02-09,Home,281.63
1328,C150,2025-03-22,Sports,309.74
1329,C218,2025-02-24,Electronics,215.6
1330,C082,2025-03-10,Toys,131.39
1331,C191,2025-02-08,Home,184.43
1332,C454,2025-02-01,Home,381.34
1333,C001,2025-03-24,Accessories,17.05
1334,C268,2025-02-23,Accessories,66.88
1335,C268,2025-02-10,Toys,32.54
1336,C465,2025-01-29,Fashion,29.96
1337,C384,2025-03-23,Sports,429.18
1338,C407,2025-01-29,Books,354.79
1339,C101,2025-01-29,Toys,242.35
1340,C494,2025-04-14,Fashion,57.94
1341,C195,2025-03-10,Home,250.89
1342,C110,2025-04-03,Sports,242.0
1343,C483,2025-04-12,Accessories,94.87
1344,C330,2025-03-30,Accessories,222.59
1345,C216,2025-02-16,Toys,205.27
1346,C370,2025-01-10,Fashion,311.77
1347,C209,2025-04-09,Toys,321.2
1348,C377,2025-04-02,Home,32.2
1349,C182,2025-03-29,Home,193.56
1350,C417,2025-03-18,Toys,316.67
1351,C251,2025-01-05,Sports,256.54
1352,C343,2025-04-02,Home,429.68
1353,C251,2025-02-15,Books,332.76
1354,C461,2025-04-22,Accessories,89.84
1355,C018,2025-05-01,Home,44.58
1356,C147,2025-01-27,Accessories,324.79
1357,C421,2025-03-27,Electronics,22.99
1358,C345,2025-01-05,Accessories,297.03
1359,C016,2025-02-12,Electronics,470.71
1360,C112,2025-03-02,Toys,291.98
1361,C354,2025-04-10,Electronics,200.2
1362,C134,2025-03-28,Home,325.21
1363,C366,2025-04-27,Fashion,234.54
1364,C168,2025-04-22,Accessories,277.35
1365,C384,2025-01-20,Home,471.32
1366,C032,2025-04-15,Books,199.19
1367,C051,2025-03-24,Fashion,480.98
1368,C457,2025-03-08,Electronics,453.62
1369,C147,2025-04-21,Sports,105.94
1370,C470,2025-01-30,Home,43.99
1371,C487,2025-01-11,Sports,59.38
1372,C020,2025-02-05,Fashion,18.93
1373,C193,2025-02-20,Accessories,56.28
1374,C401,2025-02-18,Sports,344.67
1375,C220,2025-01-31,Books,44.88
1376,C051,2025-04-09,Accessories,166.3
1377,C073,2025-03-14,Sports,423.99
1378,C026,2025-03-07,Electronics,21.4
1379,C305,2025-04-08,Electronics,409.09
1380,C046,2025-01-29,Fashion,148.11
1381,C285,2025-02-08,Accessories,67.9
1382,C188,2025-03-27,Accessories,351.4
1383,C392,2025-04-11,Fashion,318.18
1384,C022,2025-01-10,Toys,439.96
1385,C261,2025-04-27,Home,370.18
1386,C336,2025-03-15,Fashion,403.71
1387,C465,2025-03-01,Books,148.2
1388,C093,2025-04-19,Accessories,96.95
1389,C385,2025-03-31,Toys,377.8
1390,C115,2025-04-19,Fashion,405.35
1391,C053,2025-01-04,Books,495.35
1392,C433,2025-02-08,Fashion,212.18
1393,C238,2025-03-16,Sports,192.29
1394,C012,2025-01-24,Home,390.44
1395,C193,2025-03-16,Toys,176.99
1396,C332,2025-03-27,Fashion,466.07
1397,C087,2025-02-20,Fashion,430.62
1398,C383,2025-02-03,Home,220.21
1399,C138,2025-04-14,Electronics,377.93
1400,C314,2025-03-22,Books,379.73
1401,C151,2025-04-01,Toys,60.53
1402,C042,2025-04-18,Accessories,452.25
1403,C323,2025-04-11,Electronics,257.57
1404,C087,2025-03-03,Accessories,414.96
1405,C416,2025-01-16,Home,166.82
1406,C147,2025-03-08,Sports,448.81
1407,C345,2025-01-14,Electronics,200.71
1408,C469,2025-02-19,Books,15.31
1409,C012,2025-03-12,Accessories,453.64
1410,C446,2025-04-30,Toys,54.73
1411,C308,2025-03-01,Electronics,166.46
1412,C349,2025-02-06,Accessories,475.53
1413,C132,2025-01-13,Accessories,475.8
1414,C279,2025-01-27,Books,290.98
1415,C075,2025-03-08,Home,319.6
1416,C013,2025-04-27,Books,229.74
1417,C489,2025-02-25,Books,153.67
1418,C034,2025-03-09,Fashion,171.05
1419,C182,2025-04-07,Toys,339.53
1420,C477,2025-03-08,Home,378.66
1421,C379,2025-01-05,Accessories,397.87
1422,C402,2025-03-09,Fashion,396.91
1423,C497,2025-03-19,Electronics,54.69
1424,C491,2025-01-05,Sports,252.27
1425,C019,2025-02-04,Sports,38.2
1426,C204,2025-02-07,Electronics,279.27
1427,C178,2025-03-01,Sports,226.35
1428,C196,2025-01-19,Toys,444.98
1429,C408,2025-04-10,Home,181.95
1430,C041,2025-03-09,Home,67.36
1431,C105,2025-02-28,Fashion,80.07
1432,C304,2025-02-11,Electronics,383.14
1433,C253,2025-04-22,Electronics,312.93
1434,C149,2025-01-26,Toys,59.55
1435,C482,2025-01-01,Toys,51.21
1436,C232,2025-04-10,Fashion,353.47
1437,C374,2025-02-24,Sports,45.65
1438,C383,2025-03-24,Sports,412.71
1439,C199,2025-04-01,Sports,356.06
1440,C195,2025-01-10,Sports,49.86
1441,C323,2025-04-14,Books,51.57
1442,C249,2025-02-12,Books,493.45
1443,C394,2025-01-12,Books,193.39
1444,C063,2025-01-21,Accessories,191.61
1445,C426,2025-01-05,Fashion,408.27
1446,C261,2025-01-15,Toys,474.15
1447,C050,2025-01-23,Accessories,493.14
1448,C165,2025-04-30,Electronics,379.16
1449,C116,2025-01-10,Sports,194.37
1450,C492,2025-02-12,Home,50.92
1451,C382,2025-01-06,Sports,390.8
1452,C194,2025-01-18,Toys,283.62
1453,C048,2025-03-25,Home,217.87
1454,C400,2025-02-23,Sports,454.11
1455,C400,2025-01-16,Home,64.49
1456,C489,2025-02-05,Books,251.39
1457,C227,2025-01-23,Sports,15.56
1458,C144,2025-02-21,Sports,239.64
1459,C096,2025-04-05,Home,37.59
1460,C082,2025-02-28,Books,68.22
1461,C380,2025-02-09,Accessories,67.59
1462,C093,2025-02-03,Electronics,328.11
1463,C012,2025-04-28,Toys,375.56
1464,C169,2025-02-27,Fashion,295.85
1465,C257,2025-03-29,Home,481.46
1466,C270,2025-04-11,Home,193.69
1467,C399,2025-02-08,Sports,150.0
1468,C222,2025-04-02,Fashion,435.61
1469,C034,2025-02-08,Accessories,119.56
1470,C134,2025-01-07,Fashion,481.98
1471,C362,2025-02-19,Toys,15.96
1472,C236,2025-03-02,Accessories,485.24
1473,C402,2025-04-20,Books,31.15
1474,C028,2025-01-03,Toys,446.66
1475,C423,2025-01-24,Sports,268.57
1476,C146,2025-03-29,Electronics,496.55
1477,C116,2025-02-13,Accessories,46.16
1478,C199,2025-02-17,Electronics,281.39
1479,C447,2025-04-08,Home,484.96
1480,C224,2025-03-04,Home,266.32
1481,C157,2025-01-24,Accessories,318.41
1482,C473,2025-01-02,Electronics,350.92
1483,C033,2025-04-21,Books,232.73
1484,C401,2025-04-28,Sports,317.5
1485,C147,2025-01-27,Books,296.31
1486,C269,2025-02-22,Accessories,451.57
1487,C023,2025-03-28,Fashion,32.27
1488,C419,2025-03-25,Fashion,147.67
1489,C428,2025-03-14,Sports,475.7
1490,C265,2025-03-06,Toys,446.23
1491,C471,2025-04-23,Toys,233.27
1492,C457,2025-03-17,Toys,313.86
1493,C030,2025-02-27,Sports,145.92
1494,C428,2025-01-23,Sports,102.18
1495,C313,2025-03-03,Accessories,237.21
1496,C259,2025-02-26,Home,183.14
1497,C226,2025-02-07,Accessories,295.99
1498,C182,2025-03-09,Electronics,48.09
1499,C132,2025-03-03,Home,487.45
1500,C021,2025-01-01,Fashion,493.24
1501,C026,2025-01-17,Electronics,352.1
1502,C343,2025-04-06,Home,272.69
1503,C104,2025-01-02,Electronics,161.67
1504,C010,2025-01-24,Books,408.76
1505,C388,2025-04-17,Books,345.52
1506,C016,2025-03-05,Electronics,89.68
1507,C145,2025-03-17,Accessories,456.35
1508,C461,2025-03-21,Books,413.04
1509,C445,2025-03-25,Toys,475.4
1510,C412,2025-02-04,Books,365.6
1511,C405,2025-04-06,Electronics,310.57
1512,C128,2025-03-29,Books,214.94
1513,C246,2025-02-02,Sports,467.04
1514,C211,2025-04-29,Books,434.37
1515,C100,2025-01-03,Sports,32.16
1516,C050,2025-03-05,Fashion,22.92
1517,C297,2025-01-26,Toys,194.47
1518,C026,2025-03-29,Sports,407.17
1519,C355,2025-03-25,Sports,493.77
1520,C197,2025-01-24,Electronics,83.7
1521,C109,2025-02-22,Home,301.12
1522,C343,2025-02-15,Fashion,196.64
1523,C135,2025-03-25,Electronics,485.26
1524,C372,2025-04-03,Toys,422.64
1525,C308,2025-03-29,Accessories,420.78
1526,C256,2025-02-09,Sports,239.66
1527,C460,2025-02-11,Home,213.26
1528,C383,2025-03-05,Accessories,143.97
1529,C405,2025-03-11,Accessories,37.62
1530,C364,2025-04-05,Electronics,433.71
1531,C096,2025-01-21,Sports,408.32
1532,C091,2025-03-09,Accessories,499.86
1533,C341,2025-05-01,Sports,498.35
1534,C188,2025-04-27,Accessories,282.16
1535,C006,2025-04-03,Toys,386.8
1536,C169,2025-02-19,Home,472.94
1537,C323,2025-03-08,Toys,426.33
1538,C119,2025-03-15,Fashion,131.2
1539,C139,2025-03-05,Books,230.77
1540,C053,2025-01-15,Electronics,73.29
1541,C387,2025-02-21,Sports,477.49
1542,C192,2025-02-22,Accessories,307.03
1543,C068,2025-01-31,Sports,122.03
1544,C365,2025-03-29,Accessories,339.13
1545,C387,2025-01-15,Electronics,312.88
1546,C434,2025-04-19,Accessories,185.5
1547,C223,2025-01-30,Accessories,65.64
1548,C134,2025-04-27,Books,339.07
1549,C009,2025-02-23,Sports,264.95
1550,C303,2025-03-30,Home,388.44
1551,C403,2025-03-06,Electronics,264.88
1552,C016,2025-03-09,Toys,427.57
1553,C384,2025-04-02,Electronics,280.43
1554,C361,2025-01-29,Books,284.86
1555,C068,2025-02-15,Accessories,439.56
1556,C198,2025-03-04,Accessories,207.71
1557,C081,2025-03-01,Accessories,75.67
1558,C080,2025-03-07,Toys,24.1
1559,C125,2025-01-12,Electronics,380.02
1560,C470,2025-03-05,Fashion,313.95
1561,C274,2025-03-07,Toys,355.0
1562,C040,2025-02-08,Accessories,114.35
1563,C401,2025-04-18,Electronics,76.82
1564,C120,2025-03-31,Home,17.13
1565,C120,2025-01-22,Sports,181.79
1566,C039,2025-01-14,Fashion,299.06
1567,C159,2025-01-22,Toys,202.2
1568,C396,2025-02-11,Books,224.36
1569,C342,2025-02-27,Books,453.04
1570,C100,2025-01-14,Toys,180.65
1571,C093,2025-01-09,Fashion,261.85
1572,C464,2025-02-15,Toys,393.99
1573,C124,2025-04-19,Accessories,204.31
1574,C265,2025-03-06,Books,314.82
1575,C084,2025-03-26,Toys,432.56
1576,C309,2025-04-04,Sports,475.27
1577,C033,2025-02-06,Books,82.07
1578,C235,2025-03-22,Accessories,464.03
1579,C217,2025-03-29,Toys,251.14
1580,C425,2025-01-30,Toys,136.54
1581,C229,2025-03-25,Fashion,234.98
1582,C146,2025-03-16,Electronics,490.22
1583,C274,2025-03-14,Toys,251.38
1584,C431,2025-03-05,Electronics,171.09
1585,C332,2025-02-16,Sports,320.37
1586,C355,2025-03-14,Books,127.67
1587,C148,2025-01-18,Home,47.17
1588,C314,2025-03-11,Sports,73.15
1589,C036,2025-02-18,Fashion,72.74
1590,C294,2025-02-06,Accessories,84.43
1591,C076,2025-04-10,Home,78.03
1592,C470,2025-04-24,Home,324.03
1593,C445,2025-04-20,Books,99.12
1594,C392,2025-01-09,Toys,179.38
1595,C270,2025-04-07,Fashion,449.43
1596,C309,2025-03-10,Fashion,242.24
1597,C401,2025-01-09,Accessories,337.1
1598,C472,2025-03-05,Home,94.44
1599,C069,2025-02-27,Accessories,104.22
1600,C241,2025-01-31,Accessories,30.03
1601,C424,2025-03-04,Electronics,92.78
1602,C027,2025-04-23,Toys,146.51
1603,C005,2025-03-17,Home,96.74
1604,C438,2025-01-22,Electronics,53.46
1605,C091,2025-03-26,Home,69.11
1606,C490,2025-03-02,Accessories,235.78
1607,C229,2025-02-22,Toys,111.1
1608,C035,2025-04-25,Home,188.49
1609,C177,2025-02-11,Fashion,256.67
1610,C378,2025-02-18,Books,348.29
1611,C016,2025-02-01,Fashion,29.26
1612,C014,2025-03-15,Sports,401.71
1613,C398,2025-02-06,Books,317.67
1614,C444,2025-03-04,Toys,50.06
1615,C441,2025-04-13,Sports,438.05
1616,C385,2025-01-05,Accessories,461.23
1617,C332,2025-03-20,Home,39.93
1618,C074,2025-02-17,Home,145.67
1619,C235,2025-02-11,Home,405.04
1620,C013,2025-01-28,Home,376.65
1621,C246,2025-03-12,Accessories,100.42
1622,C434,2025-01-03,Sports,112.58
1623,C126,2025-03-30,Books,191.53
1624,C137,2025-02-28,Electronics,247.42
1625,C231,2025-04-20,Toys,312.94
1626,C182,2025-01-21,Fashion,190.77
1627,C301,2025-01-30,Books,236.64
1628,C334,2025-02-07,Accessories,376.26
1629,C069,2025-01-27,Toys,27.97
1630,C176,2025-03-10,Toys,133.69
1631,C161,2025-01-13,Home,359.54
1632,C051,2025-04-14,Accessories,448.65
1633,C479,2025-02-13,Accessories,260.72
1634,C342,2025-03-19,Electronics,270.74
1635,C085,2025-02-22,Home,62.51
1636,C440,2025-02-20,Books,229.23
1637,C262,2025-02-14,Toys,270.98
1638,C381,2025-01-25,Fashion,128.81
1639,C301,2025-01-15,Home,141.93
1640,C168,2025-03-09,Books,194.87
1641,C380,2025-03-16,Books,19.83
1642,C122,2025-03-17,Sports,167.82
1643,C462,2025-01-14,Toys,113.61
1644,C203,2025-03-05,Sports,170.47
1645,C036,2025-01-12,Books,68.68
1646,C114,2025-01-21,Sports,446.36
1647,C328,2025-03-24,Accessories,300.86
1648,C255,2025-02-07,Toys,342.76
1649,C488,2025-01-14,Home,396.69
1650,C075,2025-01-02,Toys,254.24
1651,C027,2025-03-05,Toys,52.59
1652,C214,2025-01-27,Sports,273.18
1653,C478,2025-04-21,Fashion,297.55
1654,C270,2025-01-29,Home,375.27
1655,C386,2025-01-04,Fashion,221.51
1656,C213,2025-03-07,Fashion,72.51
1657,C003,2025-04-23,Sports,149.05
1658,C410,2025-04-27,Sports,187.91
